Epoch Time,Open,High,Low,Close,Volume,Date (UTC),Time (UTC)
1606600800000,544.1,547.56,541.92,542.54,334.12187571,2020-11-28,22:00:00
1606597200000,541.84,544.3,541.5,544.1,1168.235107,2020-11-28,21:00:00
1606593600000,546.57,548.47,541.84,541.84,1198.30183828,2020-11-28,20:00:00
1606590000000,543.57,547.12,540.59,546.57,1732.56972367,2020-11-28,19:00:00
1606586400000,541.8,546.28,541.8,543.57,1326.21785333,2020-11-28,18:00:00
1606582800000,540.14,542.42,534.98,541.8,646.1119087,2020-11-28,17:00:00
1606579200000,533.77,542.6,533.77,540.14,2272.58214889,2020-11-28,16:00:00
1606575600000,527.57,534.4,526.3,533.77,1221.84435559,2020-11-28,15:00:00
1606572000000,528.58,529.0,524.55,527.57,522.24570117,2020-11-28,14:00:00
1606568400000,517.6,528.58,517.29,528.58,818.45686648,2020-11-28,13:00:00
1606564800000,519.03,520.32,516.54,517.6,207.99264682,2020-11-28,12:00:00
1606561200000,516.53,519.94,515.23,519.03,201.21640707,2020-11-28,11:00:00
1606557600000,509.71,518.59,509.71,516.53,467.015799,2020-11-28,10:00:00
1606554000000,508.06,511.06,507.0,509.71,201.35678805,2020-11-28,09:00:00
1606550400000,514.69,516.73,507.81,508.06,483.088308,2020-11-28,08:00:00
1606546800000,514.62,516.44,512.64,514.69,561.37170988,2020-11-28,07:00:00
1606543200000,513.09,515.03,512.89,514.62,115.98498347,2020-11-28,06:00:00
1606539600000,513.03,513.82,510.2,513.09,400.72377602,2020-11-28,05:00:00
1606536000000,515.39,516.4,509.91,513.03,433.33652229,2020-11-28,04:00:00
1606532400000,513.69,515.88,513.46,515.39,347.93923234,2020-11-28,03:00:00
1606528800000,520.21,520.29,513.19,513.69,813.16071949,2020-11-28,02:00:00
1606525200000,519.16,520.53,516.24,520.21,872.63664183,2020-11-28,01:00:00
1606521600000,518.82,520.64,514.56,519.16,599.24816311,2020-11-28,00:00:00
1606518000000,513.91,518.9,513.91,518.82,2212.37057643,2020-11-27,23:00:00
1606514400000,515.84,519.32,512.7,513.91,591.36259457,2020-11-27,22:00:00
1606510800000,515.21,516.57,511.15,515.84,1232.90932602,2020-11-27,21:00:00
1606507200000,506.88,515.32,505.13,515.21,1754.09206186,2020-11-27,20:00:00
1606503600000,506.5,508.96,504.68,506.88,584.39688865,2020-11-27,19:00:00
1606500000000,504.68,509.1,502.72,506.5,298.88281025,2020-11-27,18:00:00
1606496400000,507.2,507.2,502.74,504.68,978.08111592,2020-11-27,17:00:00
1606492800000,496.33,507.2,494.62,507.2,878.12059895,2020-11-27,16:00:00
1606489200000,507.64,508.63,494.0,496.33,1785.66085685,2020-11-27,15:00:00
1606485600000,511.43,513.52,505.31,507.64,1152.519877,2020-11-27,14:00:00
1606482000000,513.62,515.67,509.23,511.43,2425.01300405,2020-11-27,13:00:00
1606478400000,508.01,514.39,506.56,513.62,753.39166,2020-11-27,12:00:00
1606474800000,511.74,511.94,504.71,508.01,178.63788349,2020-11-27,11:00:00
1606471200000,504.98,513.24,504.06,511.74,580.8613044,2020-11-27,10:00:00
1606467600000,508.59,515.94,502.9,504.98,1927.61217509,2020-11-27,09:00:00
1606464000000,516.23,517.82,503.26,508.59,3514.93953978,2020-11-27,08:00:00
1606460400000,525.59,526.19,514.85,516.23,1553.679915,2020-11-27,07:00:00
1606456800000,526.99,527.94,523.68,525.59,735.31033179,2020-11-27,06:00:00
1606453200000,520.54,529.28,520.54,526.99,870.52786678,2020-11-27,05:00:00
1606449600000,519.97,525.27,518.9,520.54,575.99611451,2020-11-27,04:00:00
1606446000000,516.65,524.85,516.65,519.97,753.311867,2020-11-27,03:00:00
1606442400000,526.36,528.97,516.65,516.65,1226.18841999,2020-11-27,02:00:00
1606438800000,529.13,531.07,524.5,526.36,1415.15494677,2020-11-27,01:00:00
1606435200000,520.39,530.38,515.98,529.13,1161.18067784,2020-11-27,00:00:00
1606431600000,521.82,521.82,512.84,520.39,570.2910807,2020-11-26,23:00:00
1606428000000,513.72,522.53,513.72,521.82,867.70066295,2020-11-26,22:00:00
1606424400000,524.32,524.45,513.34,513.72,1814.99456536,2020-11-26,21:00:00
1606420800000,501.69,524.91,500.36,524.32,4380.32163749,2020-11-26,20:00:00
1606417200000,495.08,503.87,489.1,501.69,2266.74436728,2020-11-26,19:00:00
1606413600000,495.9,502.95,493.0,495.08,1448.43597375,2020-11-26,18:00:00
1606410000000,496.88,496.97,482.5,495.9,4501.9531555,2020-11-26,17:00:00
1606406400000,508.2,512.29,495.0,496.88,2458.65993417,2020-11-26,16:00:00
1606402800000,503.24,519.38,501.11,508.2,1377.86460586,2020-11-26,15:00:00
1606399200000,512.26,516.21,502.69,503.24,2663.7882805,2020-11-26,14:00:00
1606395600000,525.46,525.85,512.24,512.26,1084.95453191,2020-11-26,13:00:00
1606392000000,512.02,526.78,509.01,525.46,2936.59930035,2020-11-26,12:00:00
1606388400000,513.28,520.32,508.81,512.02,2317.2873003,2020-11-26,11:00:00
1606384800000,503.79,513.28,502.32,513.28,1594.47560398,2020-11-26,10:00:00
1606381200000,499.06,508.77,494.62,503.79,1713.3499738,2020-11-26,09:00:00
1606377600000,515.87,516.44,482.0,499.06,9262.6158223,2020-11-26,08:00:00
1606374000000,532.66,532.66,508.82,515.87,3495.04667816,2020-11-26,07:00:00
1606370400000,528.92,533.49,525.5,532.66,790.08652079,2020-11-26,06:00:00
1606366800000,527.31,533.27,523.74,528.92,1404.09052981,2020-11-26,05:00:00
1606363200000,534.37,537.41,520.4,527.31,4693.34345423,2020-11-26,04:00:00
1606359600000,554.49,554.49,501.95,534.37,21593.79297652,2020-11-26,03:00:00
1606356000000,569.98,569.98,551.89,554.49,3083.2735057,2020-11-26,02:00:00
1606352400000,575.84,576.31,567.91,569.98,1078.156437,2020-11-26,01:00:00
1606348800000,569.56,577.24,563.35,575.84,1635.92004032,2020-11-26,00:00:00
1606345200000,569.96,574.74,554.33,569.56,2740.46955197,2020-11-25,23:00:00
1606341600000,579.01,580.07,563.58,569.96,2688.82527966,2020-11-25,22:00:00
1606338000000,581.74,584.83,576.69,579.01,2154.87100579,2020-11-25,21:00:00
1606334400000,586.55,589.3,574.27,581.74,1352.01011159,2020-11-25,20:00:00
1606330800000,591.4,593.01,583.17,586.55,1264.48181244,2020-11-25,19:00:00
